LotNumber,ParentLotNumber,UniqueIdentifier,HubCode,Title1,Title2,Title3,PostLotText,PreLotText,Description,Provenance,Literature,Exhibited,PropertyOf,ConditionReport,LocationAndCollection,TaxesAndOtherCharges,ShippingAndDelivery,PaymentInformation,LotClosingInformation,NoteToBuyer,LotEssay,LotNotes,AdditionalChargeDetails,EstimateLowerLimit,EstimateHigherLimit,ShippingBand,Images,MainImage,VideoImages,VideoLinks,MainVideo,RotateableImageUri,Auctiontype,IsFeatured,StartDate,EndDate,StartingBidAmount,Reserve,Height,Width,RelativeSizeImage,PackageHeight,PackageWidth,PackageDepth,PackageWeight,CountryOfOrigin,DateOfManufacture,HsCode,TaxType,VendorType,FPSHammer,FPSTotalSalePrice,Category,ArtistsResaleRightsSet,RelatedLots,ShippingCostBasedOnQuantity,Quantity,UnitType,ShippingConsolidation,ShippingSurcharge,AvailableStartDate,AvailableEndDate,Hidden,Position,OfferStartDate,DisplayDate,ConsignorType,LiveAuctionLot,DutyCode,VolumeCount,EucrdApplicable,Material / Technique,Type,Artist / Maker
140,,23805.140,PAR,NO RESERVE - CARTIER PARURE D'HABIT INTERCHANGEABLE LAPIS-LAZULI ET ONYX,,,• This lot is offered without reserve.<br>• Lot proposé sans prix de réserve.,,"Comprising two pairs of cufflinks and three collar studs<br>The yellow gold, white gold, lapis lazuli, and onyx rods are interchangeable<br><br>Lapis-lazuli and onyx rods, 18k yellow and white gold (French marks), all elements are signed Cartier and numbered, Cartier fitted case<br><br>Size/Dimensions: cufflinks 2.1 cm and 2.3 cm, collar studs 1.3 cm<br>Gross weight: 50.9 grams<br><br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. The set comprising f4 big lapis-lazuli rods, 4 big and 3 small onyx rods, 4 big white rods, 4 big and 3 small yellow gold rods.<br>- Additional marks: 750 (on all elements).<br>- Onyx: in good condition, with minor scratches and cracks at surface. <br>- Lapis-lazuli: in good condition, with minor scratches and cracks at surface.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,6000,8000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:19:00,100,100,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,gold;onyx;lapis lazuli,"cufflinks, buttons & studs",Cartier
141,,23805.141,PAR,VAN CLEEF & ARPELS COLLIER ET PAIRE DE BOUCLES D'OREILLES OR,,,,,"Comprising a sautoir and a pair of earrings<br><br>18k white and yellow gold (French marks), signed VCA, sautoir with maker’s mark (Bleu Platine) and earrings with maker’s mark (André Vassort), numbered<br><br>Size/Dimensions: sautoir 74.0 cm, earrings 3.4 x 2.4 cm<br>Gross weight: 84.7 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Necklace fitted with a concealed and secured clasp and earrings fitted with clip backs for non-pierced ears.<br>- Additional marks: 750 (on each element), © (on earrings).",,,,,,,,,,12000,18000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:20:00,12000,12000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,gold,jewelry set,Van Cleef & Arpels
142,,23805.142,PAR,BOUCHERON PAIRE DE BOUCLES D’OREILLES TRANSFORMABLES PERLES DE CULTURE ET DIAMANTS,,,,,"White cultured pearls can be removed or replaced with black cultured pearls<br><br>Rounded cultured pearls, marquise round brilliant-cut diamonds, 18k white and yellow gold (customs mark), signed Boucheron, maker’s mark (Société Boucheron), Boucheron fitted case and pouch<br><br>Diamonds: with an approximate total weight of 5.50-6.50 carats <br>Cultured pearls: measuring approximately 15.9 x 16.8 cm (white pearls) and 14.7 x 14.8 mm (black pearls)<br><br>Size/Dimensions: 5.2 cm (3.0 cm without pearls)<br>Gross weight: 35.2 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold and oxidation stains. Fitted with clip backs for non-pierced ears. Pearls are removable. Gross weight of each element: 17.5 grams (diamond bases), grey cultured pearls parts (15.2 grams) and white cultured pearls parts (17.5 grams).<br>- Additional marks: OR750. <br>- White cultured pearls: of white bodycolor, partly with rosé and green overtones, good silver luster and typical variations to nacre. With some typical blemishes and some lack of nacre and scratches at surface. <br>- Grey cultured pearls: of grey to black bodycolor, partly with rosé and green overtones, good silver luster and typical variations to nacre. With some typical blemishes and some lack of nacre and scratches at surface.<br>- Diamonds: with minor chips at the junction of the table's facets. One diamond deficient.",,,,,,,,,,8000,12000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:21:00,8000,8000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,pearl;diamond;gold,earrings,Boucheron
143,,23805.143,PAR,BULGARI DEMI-PARURE NACRE ET DIAMANTS ‘DIVA’S DREAM’,,,,,"Comprising a bangle and a pair of earrings<br><br>Rounded fan-shaped mother-of-pearl plaques, round brilliant-cut diamonds, 18k yellow gold (Italian marks), signed Bulgari, Italian maker’s marks on earrings, bangle is numbered<br><br>Size/Dimensions: bangle inner continuous circumference 16.0 cm, earrings 1.9 x 1.5 cm<br>Gross weight: 67.2 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Bangle fitted with a concealed and secured clasp, hinged for ease to wear. Earrings fitted with posts and clip backs for pierced ears. Gross weight of each element: 62.0 grams (bangle) and 5.2 grams (earrings).<br>- Additional marks: sm (on bracelet), Italian maker’s mark (*2466AL), Made in Italy, Au750 (on earrings). <br>- Diamonds: on average F to G color, VVS to VS clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets.<br>- Mother of pearl: in good condition, minor scratches at surface.",,,,,,,,,,8000,12000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:22:00,5000,5000,0,0,,,,,,Italy,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,mother-of-pearl;diamond,jewelry set,Bulgari
144,,23805.144,PAR,"RARE VAN CLEEF & ARPELS PARURE ONYX, CORAIL ET DIAMANTS",,,,,"Comprising a bracelet, a ring and a pair of earrings<br><br>Round onyx, coral cabochon, round brilliant-cut diamonds, 18k yellow gold (French marks), signed Van Cleef & Arpels, maker’s mark (Péry & fils) on the ring and the bracelet, numbered, Van Cleef & Arpels fitted case<br><br>Size/Dimensions: bracelet 18.5 x 3.0 cm, earrings 2.5 x 2.0 cm, FR ring size: 51 / US ring size: 5<sup>1</sup>⁄<sub>2</sub><br>Gross weight: 142.9 grams<br>",,,,,"-Overall condition: good. Shows normal signs of wear with minor abrasions throughout gold. Bracelet fitted with a concealed and secured clasp and earrings fitted with clip backs for non-pierced ears. Gross weight of each element: 110.4 grams (bracelet), 21.0 grams (earrings) and 11.6 grams (ring). A modification to be noted on the ring (a nail)<br>- Additional marks: 750 and OR (on earrings), OR (on bracelet).<br>- Coral: good condition. A few blemishes, with minor scratches at surface.<br>- Onyx: good condition. With some scratches at surface and minor cracks at edges.<br>-Diamonds: on average E to F colour, VVS to VS clarity. Colour has been gauged as far as the yellow mounting permits. With chips at the junction of the table's facets and at the girdle.<br>-Please refer to the Conditions of Sale for further information regarding the sale of endangered species.",,,,,,,,,,150000,200000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:23:00,150000,150000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,coral;onyx;diamond,jewelry set,Van Cleef & Arpels
145,,23805.145,PAR,BAGUE DIAMANT,,,,,"Round brilliant-cut diamond of 4.00 carats, 18k yellow gold (French mark), French maker’s mark<br><br>GIA, 2025, report n°.2235597574: 4.00 carats, J color, SI2 clarity, no fluorescence<br><br>Size/Dimensions: FR ring size: 53<sup>1</sup>⁄<sub>2</sub> / US ring size: 6<sup>3</sup>⁄<sub>4</sub><br>Gross weight: 8.6 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold.<br>- Additional marks: French maker’s mark partially erased and unidentifiable.<br>- Diamond: with minor chips at the junction of the table's facets. Severe crack at the culet.",,,,,,,,,,20000,30000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:24:00,20000,20000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,diamond;gold,ring,
146,,23805.146,PAR,NO RESERVE - BULGARI MONTRE OR 'ANTALYA',,,<b><i>• This lot is offered without reserve.</i></b><br><b>• Lot proposé sans prix de réserve.</b>,,"18k yellow gold (Italian marks), case and bracelet signed Bulgari, Italian maker’s marks on bracelet, quartz movement, case numbered<br><br>Size/Dimensions: case diameter 19.0 mm, bracelet inner continuous circumference 13.0 cm<br>Gross weight: 73.0 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. <br>- Glass: in good condition, very minor scratches at surface.<br>- Bracelet (gold and black leather): signed Bulgari, Italian maker's mark (*2337AL), 750, mark for jewels by Bulgari imported and sold in Switzerland.<br>- Case: signed Bulgari, Fabrique en Suisse, D, numbered.<br>- Movement is working at time of cataloguing. The movement has not been tested for accuracy. A service is highly recommended.<br>- Please note that working order and time keeping cannot be guaranteed at time of purchase. Please refer to the Conditions of Sale further information regarding all clocks and watches.",,,,,,,,,,4000,6000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:25:00,4000,4000,0,0,,,,,,Switzerland,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,,wristwatch,Bulgari
147,,23805.147,PAR,"MARINA B DEMI-PARURE PERLES DE CULTURE, NACRE ET DIAMANTS",,,,,"Comprising a pair of earrings and a chocker<br><br>Button-shaped cultured pearls, pear-shaped mother-of-pearl cabochons, round brilliant-cut diamonds, 18k yellow gold (Italian marks), signed Marina B, Italian maker’s marks, numbered, two Marina B suede pouches<br><br>Size/Dimensions: chocker 28.0 cm, earrings 2.4 cm<br>Gross weight: 157.5 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Earrings with clip backs for non-pierced ears. Gross weight of each element: 28.8 grams (earrings) and 127.7 grams (chocker).<br>- Cultured pearls: of white to cream bodycolor, with rosé and green overtones, good luster and typical variations to nacre. With some typical blemishes and some lack of nacre and scratches at surface.<br>- Mother-of-pearl: in good condition, with minor scratches at surface.<br>- Diamonds: on average G color, VS clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets.<br>- Additional marks: 750, MB, Italian maker’s mark (*261L), <b>© </b>on each element.",,,,,,,,,,12000,15000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:26:00,12000,12000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,pearl;mother-of-pearl;gold,jewelry set,Marina B
148,,23805.148,PAR,BOUCHERON BRACELET LIGNE SAPHIRS,,,,,"Square-cut sapphires, 18k yellow gold (French marks), signed Boucheron Paris, French maker’s mark (erased), Boucheron case<br><br>Gem Paris, 2025, report n°.20251978192-4 (2 sapphires tested): Thailand, heated<br><br>Sapphires: with an approximate total weight of 30.00-35.00 carats<br><br>Size/Dimensions: 16.0 cm<br>Gross weight: 26.6 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold, minor oxidation stains. Fitted with a concealed and secured clasp with a security catch.<br>- Sapphires: with typical inclusions, minor chips at the junction of the table's facets.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,30000,50000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:27:00,30000,30000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,sapphire;gold,bracelet,Boucheron
149,,23805.149,PAR,MARINA B COLLIER TRANSFORMABLE SAPHIRS ET DIAMANTS,,,,,"Pendant is detachable<br><br>Triangular fancy step-cut sapphire, rectangular, baguette and tapered-baguette diamonds, 18k yellow gold (French marks), signed Marina B and MB, maker’s mark (Pierre Brun) on necklace and maker’s mark (partially erased) on necklace, numbered<br><br>SSEF, 2025, report n°.145976: Ceylon (Sri-Lanka), indications of heating<br><br>Sapphires: with an approximate weight of 9.00-10.00 carats and 2.00-3.00 carats<br>Diamonds: with an approximate total weight of 2.50-3.00 carats<br><br>Size/Dimensions: inner continuous circumference 29.0 cm, pendant 2.8 x 2.1 cm<br>Gross weight: 50.6 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Fitted with a concealed and secured clasp.<br>- Additional marks: OR 750.<br>- Sapphires: with typical inclusions, minor chips at the junction of the table's facets and at the girdle.<br>- Diamonds: on average G to H color, VVS to VS clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets and at the girdle.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,30000,50000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:28:00,30000,30000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,sapphire;gold;diamond,necklace,Marina B
150,,23805.150,PAR,BAGUE SAPHIR ET DIAMANTS,,,,,"Oval sapphire, round brilliant-cut diamond, 18k yellow gold (French mark) <br><br>Gem Paris, 2025, report n°.20251978305-3: Sri-Lanka, non heated<br><br>Sapphire: with an approximate weight of 5.20-5.30 carats<br>Diamonds: with an approximate total weight of 3.80-4.20 carats<br><br>Size/Dimensions: FR ring size: 52 / US ring size: 6<br>Gross weight: 10.0 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. <br>- Sapphire: with typical inclusions, minor chips at the junction of the table's facets.<br>- Diamonds: on average G to H color, VS1 to VS2 clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets and at the girdle.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,10000,15000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:29:00,10000,10000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,sapphire;diamond;gold,ring,
151,,23805.151,PAR,"BOUCHERON DEMI-PARURE QUARTZ FUMÉ, CRISTAL DE ROCHE, SAPHIRS DE COULEUR, SAPHIRS ET DIAMANTS",,,,,"Comprising a pair of earrings and a necklace<br><br>Polished smoky quartz and rock crystal beads coloured sapphire oval cabochons, baguette and round brilliant-cut diamonds, 18k yellow gold (French marks), signed Boucheron, maker’s marks (Atelier Joaillerie Vendôme), numbered<br><br>Size/Dimensions: necklace 38.0 cm, pendant 3.5 cm, earrings 5.0 cm<br>Gross weight: 140.2 grams<br><br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Earrings with clip backs for non-pierced ears, necklace fitted with a concealed and secured clasp. Gross weight of each element: 23.8 grams (earrings) and 116.4 grams (necklace).<br>- Additional marks: OR 750 (on each element).<br>- Smoky quartz and rock crystal: in good condition, with minor cracks at surface.<br>- Coloured sapphires: with minor scratches at surface.<br>- Sapphires: with minor scratches at surface.<br>- Diamonds: on average G color, VVS to VS clarity. Colour has been gauged as far as the mounting permits. With chips at the junction of the table's facets.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,6000,8000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:30:00,6000,6000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,quartz;sapphire;diamond,jewelry set,Boucheron
152,,23805.152,PAR,"KÖCHERT PAIRE DE BRACELETS SAPHIRS DE COULEUR, SAPHIRS ET DIAMANTS",,,,,"Square-cut yellow sapphires, square-cut sapphires, baguette-cut diamonds, 18k yellow gold (customs marks), yellow sapphire bracelet is signed Köchert, maker's mark (A. E. Köchert) <br><br>Yellow sapphires: with a total approximate weight of 3.00-3.40 carats <br>Sapphires: with a total approximate weight of 3.00-3.40 carats<br>Diamonds: with a total approximate weight of 2.20-2.60 carats<br><br>Size/Dimensions: sapphire bracelet 18.0 cm, yellow sapphire bracelet 17.7 cm<br>Gross weight: 34.8 grams<br><br><b>Please note that the sapphire bracelet is not signed Köchert.</b><br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Fitted with concealed and secured clasps. Gross weight of each element: 16.8 grams (sapphire) and 18.0 grams (coloured sapphires).<br>- Additional marks: 750 (on each bracelet).<br>- Coloured sapphires: with typical inclusions, minor chips at the junction of the table's facets.<br>- Sapphires: with typical inclusions, minor chips at the junction of the table's facets.<br>-Diamonds: on average G colour, VS1 to VS2 clarity. Colour has been gauged as far as the yellow mounting permits. With chips at the junction of the table's facets.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,10000,15000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:31:00,10000,10000,0,0,,,,,,Austria,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,sapphire;diamond,bracelet,
153,,23805.153,PAR,CARTIER DEMI-PARURE RÉVERSIBLE OR 'HONEYMOON',,,,,"Comprising a reversible necklace and a reversible bracelet<br><br>18k white and yellow gold (French marks), each element signed Cartier, each element numbered, maker's marks on each element (Dorsey), Cartier fitted case for both element, 1997<br><br>Size/Dimensions: necklace 42.0 cm, bracelet 18.0 cm<br>Gross weight: 202.1 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear, with minor abrasions throughout gold. Necklace and bracelet fitted with concealed clasps. Gross weight of each element: 63.3 grams (bracelet) and 138.8 grams (necklace).<br>- Additional marks: 750 (on each element).",,,,,,,,,,12000,18000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:32:00,10000,10000,0,0,,,,,,France,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,gold,jewelry set,Cartier
154,,23805.154,PAR,TIFFANY & CO BROCHE NOEUD SAPHIRS ET DIAMANTS,,,,,"Square-cut sapphires, round diamonds, platinum,14k, 18k yellow and rose gold (customs mark), signed Tiffany & Co.<br><br>Size/Dimensions: 8.7 x 6.5 cm<br>Gross weight: 31.9 grams<br>",,,,,"- Overall condition: good. Shows normal signs of wear. Several abrasions throughout the gold from wear, traces of oxidation. Fitted with a secured single pinstem clipback.<br>- Additional mark: 14k.<br>- Sapphires: with typical inclusions, very minor chips at the table's facets.<br>- Diamonds: bright and lively.<br>- Please refer to the Conditions of Sale for further information regarding coloured stones.",,,,,,,,,,5000,8000,,,,,,,,FORWARD,FALSE,2025-06-19 06:00:00,2025-06-27 10:33:00,5000,5000,0,0,,,,,,USA,,,,,,,,,,FALSE,,,,,,,FALSE,,,,Private,FALSE,,,FALSE,diamond;sapphire,brooch,Tiffany & Co.
